ID,genres,,,,,,,,,,
780,western, action, music, comedy,,,,,,,
781,crime, romance, action, drama,,,,,,,
782,western, romance, action,,,,,,,,
783,romance, comedy,,,,,,,,,
784,drama,,,,,,,,,,
785,western, action,,,,,,,,,
786,crime, thriller, drama,,,,,,,,
787,comedy,,,,,,,,,,
788,action, western,,,,,,,,,
789,western, action,,,,,,,,,
790,drama, romance, comedy,,,,,,,,
791,drama,,,,,,,,,,
792,drama,,,,,,,,,,
793,action, drama, romance, sport,,,,,,,
794,western, music, romance, action,,,,,,,
795,western, comedy, crime, action,,,,,,,
796,drama,,,,,,,,,,
797,comedy, romance, action,,,,,,,,
798,comedy, drama,,,,,,,,,
799,western, action, crime,,,,,,,,
800,action, western, comedy,,,,,,,,
801,western, romance, action, drama,,,,,,,
802,western, drama,,,,,,,,,
803,drama, comedy,,,,,,,,,
804,western, music, romance, action,,,,,,,
805,western, romance, action, drama,,,,,,,
806,thriller, crime, drama,,,,,,,,
807,western, comedy, music, action,,,,,,,
808,comedy, romance,,,,,,,,,
809,comedy, music,,,,,,,,,
810,thriller, drama, action, crime,,,,,,,
811,western, music, action,,,,,,,,
812,western, music, action,,,,,,,,
813,western, drama, romance,,,,,,,,
814,western, music, action, comedy,,,,,,,
815,thriller, romance, action, crime,,,,,,,
816,western,,,,,,,,,,
817,western, drama, action, comedy,,,,,,,
818,drama,,,,,,,,,,
819,western, music,,,,,,,,,
820,western, romance, action,,,,,,,,
821,western, music,,,,,,,,,
822,western, action, romance, animation,,,,,,,
823,music, comedy,,,,,,,,,
824,western, music, action,,,,,,,,
825,western, action, comedy,,,,,,,,
826,drama,,,,,,,,,,
827,drama, action,,,,,,,,,
828,comedy, crime, drama, music,,,,,,,
829,western, romance, action, drama, music,,,,,,
830,western,,,,,,,,,,
831,western, comedy, drama, music, action,,,,,,
832,drama,,,,,,,,,,
833,crime, romance, drama,,,,,,,,
834,western, action,,,,,,,,,
835,western, action, music, romance,,,,,,,
836,comedy, music, romance,,,,,,,,
837,western, romance, music, action,,,,,,,
838,comedy, music,,,,,,,,,
839,western, action, music, romance,,,,,,,
840,drama,,,,,,,,,,
841,western, action, history, romance,,,,,,,
842,drama,,,,,,,,,,
843,comedy, romance, crime, drama,,,,,,,
844,western, music, action,,,,,,,,
845,western,,,,,,,,,,
846,western, action,,,,,,,,,
847,crime, drama,,,,,,,,,
848,western, action, music, romance,,,,,,,
849,,,,,,,,,,,
850,drama, action, romance, thriller,,,,,,,
851,drama, comedy, crime, music, romance,,,,,,
852,western,,,,,,,,,,
853,western, music, action,,,,,,,,
854,western, action, crime,,,,,,,,
855,western, action, romance,,,,,,,,
856,action, romance, western,,,,,,,,
857,comedy, romance, war, music,,,,,,,
858,western, crime, music, romance, action,,,,,,
859,drama, crime,,,,,,,,,
860,crime, drama,,,,,,,,,
861,drama, romance,,,,,,,,,
862,western, music, action,,,,,,,,
863,western, romance, comedy, music,,,,,,,
864,drama,,,,,,,,,,
865,documentation,,,,,,,,,,
866,western,,,,,,,,,,
867,drama, crime, western, romance,,,,,,,
868,western, drama, action, crime,,,,,,,
869,romance, war, action,,,,,,,,
870,western, action, comedy, drama, music,,,,,,
871,western, music, romance, action,,,,,,,
872,western,,,,,,,,,,
873,drama, romance, action, western,,,,,,,
874,western, action, romance,,,,,,,,
875,comedy,,,,,,,,,,
876,action, crime, romance,,,,,,,,
877,romance, action, western,,,,,,,,
878,documentation, war,,,,,,,,,
879,drama, action,,,,,,,,,
880,crime, thriller,,,,,,,,,
881,thriller, sport, crime, romance,,,,,,,
882,action, thriller,,,,,,,,,
883,drama, western,,,,,,,,,
884,western,,,,,,,,,,
885,crime, drama,,,,,,,,,
886,drama,,,,,,,,,,
887,comedy, romance, action, music,,,,,,,
888,western, action, music, animation,,,,,,,
889,western, action,,,,,,,,,
890,western, action, music,,,,,,,,
891,western, romance, action,,,,,,,,
892,comedy, drama, music, romance,,,,,,,
893,action, romance, thriller, drama,,,,,,,
894,comedy,,,,,,,,,,
895,drama, romance,,,,,,,,,
896,romance, action, comedy, drama,,,,,,,
897,drama, action, crime,,,,,,,,
898,western,,,,,,,,,,
899,drama, comedy, music, romance,,,,,,,
900,comedy, drama, romance, action,,,,,,,
901,western, action,,,,,,,,,
902,drama, crime,,,,,,,,,
903,western, comedy,,,,,,,,,
904,crime, drama, romance, war,,,,,,,
905,western, history, romance, war,,,,,,,
906,sport, animation, action, drama, romance,,,,,,
907,action, romance, thriller, war, crime,,,,,,
908,crime, romance, drama, history, war,,,,,,
909,western,,,,,,,,,,
910,drama, romance, crime,,,,,,,,
911,western, music, action,,,,,,,,
912,comedy, action,,,,,,,,,
913,comedy, crime, romance,,,,,,,,
914,western, action,,,,,,,,,
915,western, action, romance, drama,,,,,,,
916,,,,,,,,,,,
917,comedy, romance, music,,,,,,,,
918,crime, action, drama, romance,,,,,,,
919,drama, romance,,,,,,,,,
920,action, thriller,,,,,,,,,
921,western,,,,,,,,,,
922,crime, drama,,,,,,,,,
923,western, drama, romance, action,,,,,,,
924,western, music, action,,,,,,,,
925,drama, romance,,,,,,,,,
926,crime, drama, war, romance,,,,,,,
927,drama, romance, crime, comedy,,,,,,,
928,thriller, crime,,,,,,,,,
929,action, western, drama, romance,,,,,,,
930,western, action, romance,,,,,,,,
931,western, music, romance, action,,,,,,,
932,drama, action, romance,,,,,,,,
933,drama,,,,,,,,,,
934,western, action, romance,,,,,,,,
935,drama, romance,,,,,,,,,
936,drama, crime, romance,,,,,,,,
937,crime, romance, drama, comedy,,,,,,,
938,drama,,,,,,,,,,
939,western, music, action,,,,,,,,
940,western,,,,,,,,,,
941,documentation, action,,,,,,,,,
942,western, action, romance,,,,,,,,
943,western, action,,,,,,,,,
944,western,,,,,,,,,,
945,western, comedy, drama, romance, action,,,,,,
946,music,,,,,,,,,,
947,western, action, music, romance, comedy,,,,,,
948,crime, drama, romance,,,,,,,,
949,western, action,,,,,,,,,
950,war, documentation, action,,,,,,,,
951,western, action, romance,,,,,,,,
952,action, music, romance, crime,,,,,,,
953,western, action, crime,,,,,,,,
954,western,,,,,,,,,,
955,western, romance, action,,,,,,,,
956,comedy,,,,,,,,,,
957,comedy, family,,,,,,,,,
958,horror, thriller,,,,,,,,,
959,drama, sport,,,,,,,,,
960,drama, thriller,,,,,,,,,
961,comedy, drama, romance,,,,,,,,
962,thriller, crime,,,,,,,,,
963,romance, comedy, drama, european,,,,,,,
964,drama, comedy, romance,,,,,,,,
965,horror, scifi,,,,,,,,,
966,thriller, crime, action,,,,,,,,
967,drama, history,,,,,,,,,
968,thriller, crime, european,,,,,,,,
969,music, documentation,,,,,,,,,
970,fantasy, music, family,,,,,,,,
971,crime, drama, comedy,,,,,,,,
972,crime, drama, thriller, romance,,,,,,,
973,drama, romance,,,,,,,,,
974,thriller, action, drama,,,,,,,,
975,crime, comedy, action,,,,,,,,
976,drama, documentation, history,,,,,,,,
977,thriller, action, crime, drama,,,,,,,
978,drama,,,,,,,,,,
979,drama, war,,,,,,,,,
980,romance, comedy, drama,,,,,,,,
981,scifi, animation, action, comedy, crime,,,,,,
982,action, scifi, comedy, fantasy, european,,,,,,
983,thriller, comedy, romance,,,,,,,,
984,scifi, romance, thriller, drama, fantasy, horror,,,,,
985,drama, comedy, family, animation,,,,,,,
986,romance, comedy,,,,,,,,,
987,documentation,,,,,,,,,,
988,comedy,,,,,,,,,,
989,drama, comedy,,,,,,,,,
990,thriller, romance, crime, drama,,,,,,,
991,horror, thriller, crime, drama,,,,,,,
992,thriller, drama,,,,,,,,,
993,action, family, scifi,,,,,,,,
994,crime, thriller, action, comedy, drama,,,,,,
995,comedy,,,,,,,,,,
996,comedy, drama, animation,,,,,,,,
997,thriller, crime, horror, drama,,,,,,,
998,scifi, action, thriller,,,,,,,,
999,comedy,,,,,,,,,,
1000,horror,,,,,,,,,,
1001,fantasy, romance, sport, comedy, european,,,,,,
1002,thriller, action, crime,,,,,,,,
1003,thriller, action, drama, romance,,,,,,,
1004,thriller, drama, war,,,,,,,,
1005,drama, european, history,,,,,,,,
1006,horror, scifi, drama, european,,,,,,,
1007,thriller, horror,,,,,,,,,
1008,crime, romance, comedy,,,,,,,,
1009,western, european, drama, war,,,,,,,
1010,thriller, action, drama,,,,,,,,
1011,drama, comedy,,,,,,,,,
1012,drama, western, romance, documentation, action,,,,,,
1013,horror, scifi, thriller,,,,,,,,
1014,horror, comedy, scifi, thriller,,,,,,,
1015,romance, comedy, sport,,,,,,,,
1016,horror, comedy,,,,,,,,,
1017,documentation,,,,,,,,,,
1018,western, comedy, drama,,,,,,,,
1019,action, drama, history, war,,,,,,,
1020,action, drama,,,,,,,,,
1021,drama, comedy, family,,,,,,,,
1022,thriller, scifi,,,,,,,,,
1023,thriller, action, drama, war,,,,,,,
1024,animation, horror, drama, fantasy,,,,,,,
1025,thriller, war, european,,,,,,,,
1026,crime, drama, comedy, sport,,,,,,,
1027,action, drama, history, war,,,,,,,
1028,crime, comedy, drama,,,,,,,,
1029,comedy, music,,,,,,,,,
1030,comedy, family, fantasy, animation,,,,,,,
1031,crime, thriller, drama,,,,,,,,
1032,thriller, action, crime,,,,,,,,
1033,drama, romance,,,,,,,,,
1034,comedy, family,,,,,,,,,
1035,horror, crime,,,,,,,,,
1036,fantasy, horror,,,,,,,,,
1037,horror,,,,,,,,,,
1038,drama, thriller, european, crime,,,,,,,
1039,drama,,,,,,,,,,
1040,drama, history, european,,,,,,,,
1041,documentation, sport,,,,,,,,,
1042,horror, thriller,,,,,,,,,
1043,comedy, action, crime, drama, romance,,,,,,
1044,western, drama, romance,,,,,,,,
1045,comedy, drama, romance,,,,,,,,
1046,comedy,,,,,,,,,,
1047,crime, thriller, action,,,,,,,,
1048,fantasy, comedy,,,,,,,,,
1049,scifi, horror, european, family, action,,,,,,
1050,action, drama,,,,,,,,,
1051,drama,,,,,,,,,,
1052,drama, sport,,,,,,,,,
1053,comedy, family,,,,,,,,,
1054,horror, scifi, thriller,,,,,,,,
1055,fantasy, comedy, romance, sport,,,,,,,
1056,drama,,,,,,,,,,
1057,comedy, western, european,,,,,,,,
1058,drama, crime, romance,,,,,,,,
1059,drama, sport,,,,,,,,,
1060,comedy, drama,,,,,,,,,
1061,horror, thriller,,,,,,,,,
1062,drama, thriller, war, european,,,,,,,
1063,drama, crime, romance,,,,,,,,
1064,western, romance, comedy,,,,,,,,
1065,family, drama,,,,,,,,,
1066,horror, thriller, drama,,,,,,,,
1067,drama, romance,,,,,,,,,
1068,action, drama, thriller, war,,,,,,,
1069,comedy,,,,,,,,,,
1070,horror,,,,,,,,,,
1071,drama, comedy,,,,,,,,,
1072,thriller, crime, drama,,,,,,,,
1073,drama,,,,,,,,,,
1074,drama, thriller, action, crime,,,,,,,
1075,fantasy, romance, drama,,,,,,,,
1076,drama, war, action, history,,,,,,,
1077,drama,,,,,,,,,,
1078,thriller, drama, horror,,,,,,,,
1079,western, drama, romance, war,,,,,,,
1080,fantasy, horror, romance, thriller,,,,,,,
1081,drama,,,,,,,,,,
1082,western, comedy,,,,,,,,,
1083,comedy, animation, family,,,,,,,,
1084,comedy, crime, drama,,,,,,,,
1085,comedy, romance,,,,,,,,,
1086,comedy, drama,,,,,,,,,
1087,thriller, crime, drama,,,,,,,,
1088,horror, thriller,,,,,,,,,
1089,action, drama, romance,,,,,,,,
1090,fantasy, romance, family, music,,,,,,,
1091,fantasy, comedy, music,,,,,,,,
1092,western, drama, romance,,,,,,,,
1093,thriller, action, crime, drama, romance,,,,,,
1094,crime, drama, action,,,,,,,,
1095,drama, history, european,,,,,,,,
1096,thriller, horror,,,,,,,,,
1097,thriller, horror,,,,,,,,,
1098,thriller, crime, romance, comedy,,,,,,,
1099,drama,,,,,,,,,,
1100,horror, scifi,,,,,,,,,
1101,comedy, drama, family,,,,,,,,
1102,horror, crime, comedy,,,,,,,,
1103,drama, crime, action,,,,,,,,
1104,crime, drama, european,,,,,,,,
1105,horror,,,,,,,,,,
1106,drama, romance, european,,,,,,,,
1107,comedy,,,,,,,,,,
1108,comedy, romance, european,,,,,,,,
1109,horror, scifi,,,,,,,,,
1110,horror, comedy, fantasy, music,,,,,,,
1111,drama, history, european,,,,,,,,
1112,horror, drama,,,,,,,,,
1113,romance, comedy, music,,,,,,,,
1114,thriller, horror,,,,,,,,,
1115,comedy,,,,,,,,,,
1116,horror, thriller, scifi,,,,,,,,
1117,horror, thriller,,,,,,,,,
1118,drama, history, war,,,,,,,,
1119,thriller, comedy, crime, drama, action,,,,,,
1120,fantasy, thriller, drama, romance, horror,,,,,,
1121,horror, scifi, comedy,,,,,,,,
1122,thriller, drama, crime,,,,,,,,
1123,thriller, crime, drama,,,,,,,,
1124,drama, war, action,,,,,,,,
1125,comedy, drama, crime,,,,,,,,
1126,romance, comedy, documentation,,,,,,,,
1127,drama, history,,,,,,,,,
1128,drama, history, war,,,,,,,,
1129,comedy, drama, thriller,,,,,,,,
1130,horror, comedy,,,,,,,,,
1131,drama, crime,,,,,,,,,
1132,thriller, action, crime, drama,,,,,,,
1133,comedy, drama,,,,,,,,,
1134,romance, drama, comedy,,,,,,,,
1135,music, romance, comedy,,,,,,,,
1136,horror, scifi,,,,,,,,,
1137,drama,,,,,,,,,,
1138,thriller, crime, drama,,,,,,,,
1139,comedy, fantasy,,,,,,,,,
1140,drama,,,,,,,,,,
1141,drama, comedy, european,,,,,,,,
1142,war, action, history, drama,,,,,,,
1143,thriller, documentation,,,,,,,,,
1144,comedy, crime, action,,,,,,,,
1145,romance, music, comedy,,,,,,,,
1146,drama,,,,,,,,,,
1147,drama, comedy, scifi,,,,,,,,
1148,drama, romance, sport, comedy,,,,,,,
1149,drama,,,,,,,,,,
1150,action, crime, drama, romance, thriller,,,,,,
1151,war, action, drama, history,,,,,,,
1152,comedy, music, action,,,,,,,,
1153,thriller, horror, drama,,,,,,,,
1154,thriller, drama, crime,,,,,,,,
1155,horror,,,,,,,,,,
1156,thriller, crime, romance,,,,,,,,
1157,scifi, horror,,,,,,,,,
1158,horror, thriller, comedy,,,,,,,,
1159,thriller, horror,,,,,,,,,
1160,documentation,,,,,,,,,,
1161,romance, drama, war,,,,,,,,
1162,thriller, crime, drama,,,,,,,,
1163,animation, comedy, family, sport,,,,,,,
1164,thriller, crime, drama,,,,,,,,
1165,comedy, action, crime,,,,,,,,
1166,horror, drama, thriller,,,,,,,,
1167,comedy,,,,,,,,,,
1168,scifi, horror,,,,,,,,,
1169,comedy, scifi,,,,,,,,,
1170,comedy, crime,,,,,,,,,
1171,comedy,,,,,,,,,,
1172,romance, drama, music,,,,,,,,
1173,horror,,,,,,,,,,
1174,drama, history, war,,,,,,,,
1175,thriller, horror,,,,,,,,,
1176,scifi, comedy,,,,,,,,,
1177,scifi, romance, european,,,,,,,,
1178,fantasy, drama,,,,,,,,,
1179,drama, history, thriller,,,,,,,,
1180,drama, romance,,,,,,,,,
1181,romance, drama,,,,,,,,,
1182,thriller,,,,,,,,,,
1183,drama, comedy, romance,,,,,,,,
1184,drama, war, history,,,,,,,,
1185,action, drama, family,,,,,,,,
1186,drama, romance,,,,,,,,,
1187,horror, thriller, crime,,,,,,,,
1188,drama, thriller, crime,,,,,,,,
1189,drama, thriller, horror,,,,,,,,
1190,action, comedy, drama,,,,,,,,
1191,western, comedy,,,,,,,,,
1192,drama, history,,,,,,,,,
1193,horror, thriller, crime, romance, european,,,,,,
1194,thriller, horror,,,,,,,,,
1195,thriller, horror,,,,,,,,,
1196,thriller, horror,,,,,,,,,
1197,drama, crime, thriller,,,,,,,,
1198,fantasy, drama, action,,,,,,,,
1199,horror, thriller,,,,,,,,,
1200,comedy,,,,,,,,,,
1201,horror, thriller, action,,,,,,,,
1202,horror, scifi, action,,,,,,,,
1203,comedy, crime, european,,,,,,,,
1204,comedy, family, fantasy, scifi,,,,,,,
1205,western, action,,,,,,,,,
1206,action, drama,,,,,,,,,
1207,thriller, crime, horror, comedy,,,,,,,
1208,history, drama,,,,,,,,,
1209,drama, action, war,,,,,,,,
1210,drama, war, comedy,,,,,,,,
1211,drama, romance, family,,,,,,,,
1212,action, thriller, drama,,,,,,,,
1213,thriller, crime, horror, drama,,,,,,,
1214,drama, history, romance, european,,,,,,,
1215,fantasy, family,,,,,,,,,
1216,horror, scifi, comedy,,,,,,,,
1217,fantasy, animation, comedy, family, romance,,,,,,
1218,reality, family,,,,,,,,,
1219,comedy, action,,,,,,,,,
1220,comedy, action, romance,,,,,,,,
1221,romance, drama, comedy,,,,,,,,
1222,scifi, drama,,,,,,,,,
1223,action, history,,,,,,,,,
1224,horror, scifi, fantasy, action, comedy, drama, thriller,,,,
1225,drama, romance, war, history,,,,,,,
1226,scifi,,,,,,,,,,
1227,thriller, drama,,,,,,,,,
1228,drama, comedy,,,,,,,,,
1229,scifi, action, drama, family, animation,,,,,,
1230,western, comedy,,,,,,,,,
1231,drama, romance,,,,,,,,,
1232,horror, thriller,,,,,,,,,
1233,horror, crime, drama, thriller,,,,,,,
1234,western, action, drama,,,,,,,,
1235,drama, comedy, european, war,,,,,,,
1236,scifi, fantasy,,,,,,,,,
1237,comedy, fantasy, romance, family,,,,,,,
1238,horror, scifi, romance,,,,,,,,
1239,documentation,,,,,,,,,,
1240,comedy, war,,,,,,,,,
1241,scifi, comedy, family,,,,,,,,
1242,western,,,,,,,,,,
1243,romance, comedy, scifi,,,,,,,,
1244,thriller, scifi, drama, horror, romance,,,,,,
1245,horror, scifi,,,,,,,,,
1246,action, comedy, thriller,,,,,,,,
1247,drama, action,,,,,,,,,
1248,western,,,,,,,,,,
1249,drama,,,,,,,,,,
1250,music, comedy,,,,,,,,,
1251,action, drama,,,,,,,,,
1252,drama, comedy, crime, romance,,,,,,,
1253,comedy, action, european,,,,,,,,
1254,drama, european,,,,,,,,,
1255,scifi, horror,,,,,,,,,
1256,drama, european,,,,,,,,,
1257,drama, action, crime, thriller,,,,,,,
1258,western, action, crime, romance,,,,,,,
1259,thriller, crime, drama,,,,,,,,
1260,horror,,,,,,,,,,
1261,drama,,,,,,,,,,
1262,thriller, crime, drama,,,,,,,,
1263,thriller, drama, horror,,,,,,,,
1264,horror, thriller,,,,,,,,,
1265,romance, scifi, drama, horror,,,,,,,
1266,comedy, romance,,,,,,,,,
1267,horror, thriller, scifi,,,,,,,,
1268,scifi, action,,,,,,,,,
1269,horror, romance,,,,,,,,,
1270,thriller, action, drama, crime,,,,,,,
1271,scifi, horror,,,,,,,,,
1272,horror, comedy,,,,,,,,,
1273,horror, thriller,,,,,,,,,
1274,drama, crime, european,,,,,,,,
1275,comedy, horror,,,,,,,,,
1276,drama, war,,,,,,,,,
1277,action, crime, drama,,,,,,,,
1278,horror,,,,,,,,,,
1279,horror, scifi,,,,,,,,,
1280,fantasy, family, romance,,,,,,,,
1281,drama, sport,,,,,,,,,
1282,crime, drama,,,,,,,,,
1283,horror, comedy, scifi,,,,,,,,
1284,horror,,,,,,,,,,
1285,horror, scifi, thriller,,,,,,,,
1286,fantasy, family,,,,,,,,,
1287,drama, crime, romance,,,,,,,,
1288,horror, fantasy,,,,,,,,,
1289,comedy, action, romance,,,,,,,,
1290,drama, family, sport,,,,,,,,
1291,horror, comedy,,,,,,,,,
1292,comedy, action,,,,,,,,,
1293,western, comedy, drama,,,,,,,,
1294,horror,,,,,,,,,,
1295,horror, scifi,,,,,,,,,
1296,drama,,,,,,,,,,
1297,drama,,,,,,,,,,
1298,horror, thriller,,,,,,,,,
1299,horror, european,,,,,,,,,
1300,scifi, horror,,,,,,,,,
1301,scifi, horror,,,,,,,,,
1302,fantasy, horror, romance, comedy, drama,,,,,,
1303,drama,,,,,,,,,,
1304,fantasy, drama, romance, european,,,,,,,
1305,comedy,,,,,,,,,,
1306,drama,,,,,,,,,,
1307,horror, thriller,,,,,,,,,
1308,horror, family, comedy,,,,,,,,
1309,drama, western, family,,,,,,,,
1310,thriller,,,,,,,,,,
1311,horror,,,,,,,,,,
1312,scifi,,,,,,,,,,
1313,drama, action,,,,,,,,,
1314,thriller, horror, crime,,,,,,,,
1315,crime, horror, scifi,,,,,,,,
1316,comedy,,,,,,,,,,
1317,thriller, scifi, drama,,,,,,,,
1318,thriller, comedy, romance, action,,,,,,,
1319,thriller, horror, scifi,,,,,,,,
1320,family,,,,,,,,,,
1321,drama, history,,,,,,,,,
1322,fantasy, family,,,,,,,,,
1323,crime, comedy,,,,,,,,,
1324,documentation,,,,,,,,,,
1325,scifi,,,,,,,,,,
1326,action, comedy, scifi, european,,,,,,,
1327,scifi, horror,,,,,,,,,
1328,comedy, drama, romance,,,,,,,,
1329,drama,,,,,,,,,,
1330,horror, thriller, crime,,,,,,,,
1331,comedy, romance,,,,,,,,,
1332,thriller,,,,,,,,,,
1333,scifi, drama,,,,,,,,,
1334,horror, drama,,,,,,,,,
